RLFMAC,RLFMES,RLFPOS,EXPOS,SLPFRM,VEGASS,VEGWB,VEGSG,VEGML,GWLVL,GWMNR,PARGEN,PARCMP,PARWTH,SPRGEN,SPRCMP,LANDUS,ADINFO,MOISTR,COLHT,COLTYP,COLSHD,COL1DOM,COL1HUE,COL2DOM,GRSFLD,GRSADD,STRADD,STRUCT,HCLINT,ROTSZE,ROTABD,BRDFRM,Elements,ADDMRF,ELCOCL,SOIL_ID,HCLP,SPRDEPR,NHOR,HORNMB,HORPWR,NLAER,NSMPL,LOSA,R2O3,AL2O3,FE2O3,CAO,MGO,TIO2,MNO,P2O5,SO3,K2O,NA2O,ORGMAT,NTOT,CTON,FEOX,ALOX,PMOB,KMOB,CECST,CECBS,EXCA,EXMG,EXNA,EXSAT,PHH2O,PHSLT,EXAL,EXH,HA,TEXTSTNS,TEXSCM,TEXTSIC,TEXTSIFM,TEXTSIM,TEXTSIF,TEXTCL,AIRDRY
1.0,0.1740967317461209,0.3402427597149447,-0.10063089707565871,0.26523199302988143,0.37477427237910743,0.0442237495266915,0.2775666823573871,0.030486943513097848,-0.08623277263518885,0.17902418647661306,0.3491395398662013,-0.11741681769129818,0.03861324611610651,0.060255709086013444,0.0059948393958220245,0.17003850071711188,0.1143693854569106,0.32200554451836993,0.44805708616397977,0.45465719764265894,0.17421761206487493,0.37846052880640385,-0.3146573355250233,-0.010270446876941874,0.16573281809237347,0.08891370209775519,0.4551045229745584,0.19534212686205318,0.26507045833810633,-0.09692378309942454,0.3222626292690885,0.29078812407999693,0.4804980083669569,0.28333261283559,-0.1358524168175685,0.11338579358079737,0.03280277654901073,0.3486167340756056,0.005407576829447029,7.88601888735628e-05,0.22115201718276548,0.047778953398995565,0.03818767906458107,-0.04160418322419757,-0.12018879884732322,-0.16604199677481818,-0.08368220597069172,-0.06781524489046364,-0.11355359139888825,-0.011013679018772317,0.0818238747390094,-0.01757646361988866,-0.06591067315399028,-0.030690689479694108,-0.30680944721255965,-0.05783640562703998,-0.042863194446097326,-0.1734880614299735,0.054302928631526005,-0.03613264574710749,0.14268710170315108,0.15873913703111503,0.05666906106955163,0.18872195387762153,0.18099446590608656,0.04843275910801172,0.08383765220684322,0.24701268544056731,0.18648387983920092,0.23859238333729238,-0.11798119806955379,-0.0751055175523699,-0.07204231375689242,-0.25709756811706486,-0.12903442460567094,0.01610494142622369,0.06867008224630011,0.01357660637081324,0.06715173304301865,0.24941272410274498,0.03972472078446169
0.1740967317461209,1.0,0.5068736123576744,0.3385500313469244,0.148788366532572,0.2567700865198322,0.44251644199583307,0.36227756332510025,0.349105460806208,-0.029508805767806713,-0.09741568754363476,0.2488414422577494,0.3141949344662558,0.09867434465108169,0.22621431088184626,0.20362796938580327,0.1463118490241251,0.1553686260990228,0.4673600281080103,0.5504027616988516,0.45882173201010396,0.3270965084714886,0.26367984678932166,-0.04342035379353104,0.035650448717722376,0.31278692422642035,0.3708487379305945,0.28035046846613476,0.25840158975322375,0.13910074254333882,0.32719607013158564,0.4918250644909965,0.27058913554494696,0.24640426266484206,0.27206841398433856,-0.20737735897858356,-0.2762851858031318,0.19167441585320244,-0.00457650307357744,0.20851311772213796,0.1027286491201922,-0.06206966808034993,0.014893705829132277,0.01173932836154845,0.042302355050029355,0.041797494236555495,0.10416352399486502,0.08733057845273791,-0.009586759070756491,-0.005455246623630893,0.10843263801119762,0.019259540964197516,-0.007940665713594358,0.030531981876910252,-0.03730205072191669,0.10855203499011017,0.04170547675045826,-0.07208723647761692,0.1006122684255529,0.03978004768360231,0.11993269781194466,0.04317589179485668,-0.011124696907130392,-0.1866223405994215,-0.13331543166538087,-0.17344016363598114,-0.17394207644490853,-0.17045460271185606,-0.2130646906598085,-0.24550372954887353,-0.08930211254833562,0.16379462720527196,0.17994565230368553,0.06526991874707942,0.13904943754001253,0.13074198561823658,0.04947314808051594,-0.18327545699868739,-0.12441790049259759,-0.13388767873044738,-0.13941822956552738,0.016647174665803812
0.3402427597149447,0.5068736123576744,1.0,0.33106445680273333,0.26067287327023136,0.4698599034331674,0.39849503948447373,0.3874382115833319,0.3180250448925884,-0.00012858920473070247,-0.060399155914106085,0.3212390348626621,0.2917875661931222,0.0985663987162521,0.3433326054576135,0.20386921325015317,0.23258718634200073,0.1545344641009349,0.38275315316094644,0.6334032923077678,0.6365961936584651,0.30009387869930715,0.36327936452350734,-0.17680747784598724,0.1479139851826153,0.4588010241697741,0.24605294432478153,0.401747534952985,0.3040858119544823,0.312546149576391,0.14472477825180033,0.48453998187524316,0.3875817243642525,0.495308756354683,0.26382158308693704,-0.21952420536820547,-0.11413364050071301,0.06599411401932911,0.07457519901240643,0.09447777029819295,0.04929345523868514,0.0629448925050933,-0.002550725683717033,-0.00206793723054085,-0.0013849397457581386,-0.10777538139167239,0.017408651098586084,-0.019239915292537785,-0.0044713247086019155,-0.002524020176446449,-0.05925030614545541,0.048513884288141525,0.011153238426055253,0.0670274629222896,-0.0076106542135238025,-0.0646571540369817,0.009200727392690792,-0.06566178519243691,0.07099979317188129,0.06438892504376963,0.05539632208156572,0.061467409268483625,0.03627842282879434,-0.10176910746590688,0.045929672887954916,0.022619427430845118,-0.06743722411799732,0.02698384436651602,-0.015578640087035737,-0.03388830857217796,0.11887073159684441,0.09489998211205432,0.05088949329234333,-0.005757028559986601,-0.013533884854241068,0.1276915572267089,0.019110365579535306,-0.16526810312623008,0.010195281263366702,0.016126942931151567,0.0049561684025905385,0.11134670337600674
-0.10063089707565871,0.3385500313469244,0.33106445680273333,1.0,0.32232741831864864,0.19769953621091077,0.20384009070585812,0.3402073149138256,0.1176911762397491,0.24095612360400936,-0.13207555188623119,0.14496960057724034,0.4044577895753437,0.06543334786930867,0.3857703399969834,0.2663319858687994,0.10132711089459402,0.1481293550437026,0.2982801784150869,0.16778906483871384,0.22909545801099748,0.12270010730058252,0.10815407348091091,0.058586959358809934,0.1265502648994639,0.24635401364226708,0.22974965459260419,0.09350092484470482,0.20379980373587828,0.05811861553603682,0.29711097303967293,0.36641553432943663,0.18559633885316978,0.12156295451249924,0.18269179210054065,0.07835282006110526,-0.1302456950996259,0.06960924218021292,-0.06604861034628522,0.0414685954949035,0.02382758944428008,-0.03253438290099941,-0.03249580151852597,-0.02576716091181345,0.008672379100720622,0.0014592254941952544,0.033499368227007616,0.002053258660626976,0.023057272026147397,-0.04688758744740629,0.058361249719464145,0.09585430584034946,0.018103267649945208,0.13640928562208765,-0.020404904219593473,0.058917833604917084,-0.0213739364805557,-0.0578057110326137,-0.001069306810450564,-0.026640933178843005,0.05151423798781579,0.009334372483822262,-0.040396660438295436,-0.15470885358493422,-0.20948405049017738,-0.1828477366254952,-0.14425275349513256,-0.12574462004757847,-0.1243114340354743,-0.1544357751710959,-0.017828919957455554,0.08438577745659726,0.04738309384992903,0.09882402373119858,0.200652287221792,0.1341428754473063,-0.008395827537046855,-0.0009943255944495641,-0.1278598449402971,-0.11493207781054075,-0.16080295224361008,-0.0130928177917481
0.26523199302988143,0.148788366532572,0.26067287327023136,0.32232741831864864,1.0,0.2692981184008567,0.26222123300825684,0.3525112309257949,0.07848441961072225,0.14660641742192304,0.2915563344934464,0.35088699257837214,0.05094184363528978,0.03708021642139779,0.23845953264576114,0.11008176308160397,0.06890022251031865,0.04315663232912386,0.22268232059406834,0.18585178644756337,0.26573891974007613,-0.01951054291400884,0.18618325065009447,-0.2355125906893624,0.10882071771554643,0.10095538569094195,0.11379399080232627,0.2754502628508011,0.08320300313109133,0.32740186322133724,-0.1003323288775039,0.3083389006072251,0.25398795686777687,0.3308729175845917,0.06563505354140436,-0.04854261747576343,0.06626540252657673,0.14305253158690434,0.15144273894849594,0.016601338673594913,0.006995610651587834,0.06580002961530038,-0.00029924359247776594,-0.0032259851600172427,-0.08288537102025657,-0.03478911146356658,-0.06261834066535872,-0.09603497792280753,-0.1400076004643355,-0.05374225154777726,-0.1127798816099426,0.05042756682579767,-0.011974762979304159,0.035097866390108874,-0.015497550941274555,-0.29081875638011745,-0.08026792159142619,-0.06609083904037392,-0.21125087006833462,-0.11916077923660175,-0.07536050143578855,0.04170248407333231,0.018694545189513342,-0.0027307350782595,0.01786305178873366,0.04088384492518275,-0.0031464701597466575,0.03866513652860615,0.21296743509144672,0.07884119468857156,0.0791358420260183,-0.02379208932336694,-0.05075555855789984,-0.060978687190163486,-0.08527879444986605,-0.08218380755588177,0.07995061274597916,0.03267855026803928,-0.026405537171189142,0.11402245783693718,0.12414277153202025,-0.011292393787946022
0.37477427237910743,0.2567700865198322,0.4698599034331674,0.19769953621091077,0.2692981184008567,1.0,0.19057711371662422,0.2898306471226815,0.2090978615853753,0.1481825607684529,0.02400552682982522,0.37275559317606527,0.17644109219686324,0.008487847888461596,0.08773059826187221,0.12174019222231984,0.14721537489014777,0.1308353002751216,0.3884904610623215,0.49394294477804157,0.4295738691714357,0.26058532999746353,0.38390158398035873,-0.2043909275937768,0.1688155012106743,0.32089156511069566,0.15272162583408697,0.362338064548019,0.23030974487343617,0.3411065955999596,-0.021193690360289834,0.4032020469503139,0.26784223481351865,0.3651353587492921,0.23596733976866677,-0.04959864226206738,0.009460645448951253,-0.06556457250661937,0.08089876235516152,0.00015295804196014035,0.001807209763240866,0.14150376316078314,0.03666561456220584,0.02940319366112014,-0.050126756338777355,-0.15189811998885117,-0.03755686162783475,-0.09309929945594925,0.008411594536390623,-0.024025773784550685,-0.14938991502877064,0.05299802798327934,-0.002241266033555327,0.05612338960661763,0.05348368442822218,-0.042737473932145456,-0.0509974432168753,-0.028909851637331244,-0.00814870974566016,0.00010025954796007214,-0.02014401931928133,0.0765010287620685,0.1050655051659551,-0.020322310753082665,0.06099224022446168,0.0726547680688298,0.016199702791191345,0.14717419634502169,0.1141504230133449,0.14836363990271947,0.24219283253095472,-0.043088266179687806,-0.07469130152029634,-0.008555482119027924,-0.0557278590958068,0.08413929304495195,-0.10613948170268343,-0.1075851598043641,-0.03180738928944576,0.053040047609292304,0.06286573287529278,0.04773667564182105
0.0442237495266915,0.44251644199583307,0.39849503948447373,0.20384009070585812,0.26222123300825684,0.19057711371662422,1.0,0.3686481822471257,0.26499919696258945,0.16857912287853866,-0.10363996747282947,0.15105829403225046,0.23561940829516143,0.24760598911097484,0.2941439021518642,0.24657181627071556,0.1057567423497989,0.1555409156688374,0.25652418074061817,0.3146964716400759,0.3030349846111156,0.20818225046493266,0.20213676740092879,0.1649457073093363,0.1139802931558136,0.26690731980416943,0.22492563346720612,0.17583681174512705,0.1573770599584583,0.3181434891922338,0.19286566115733966,0.3590850912165704,0.15311658190756117,0.22461233527629526,0.11362358757966931,0.02381432908119924,-0.19487099260144877,0.23747390694813805,-0.09532135057229517,0.1571789791067953,0.08151840322091644,-0.09724256756831816,-0.024687341826646312,-0.022649359053036302,0.01714269989416403,0.01827753744184965,0.14162653046358709,0.08641135983019348,-0.05026970436103264,0.012326916256659663,0.039926228715460914,0.040962307865104054,0.017266623900808485,0.05631717795730729,-0.06339129974401436,0.07974310520536232,0.015691225547205395,-0.05046242524374401,0.10178839288910778,0.05100464020916965,0.06154764026891274,-0.06486623157606299,-0.10338585498712301,-0.14939965154242413,-0.1623342907372501,-0.1821229104980821,-0.1297130764874651,-0.1472897590561367,-0.13121824861405662,-0.22054149620736152,-0.15912121105065563,0.1145461338504297,0.21254383958615855,0.044949283787323456,0.13218793830053246,0.08161964199363275,0.03501445362433768,-0.09442054493081897,-0.044788967461382716,-0.06824353208990183,-0.11837057486563946,0.08405986660186568
0.2775666823573871,0.36227756332510025,0.3874382115833319,0.3402073149138256,0.3525112309257949,0.2898306471226815,0.3686481822471257,1.0,0.2384604359527645,0.0366016883034218,0.05736599737116137,0.18205853734877256,0.0063603693136850764,0.10859679453175641,0.40707922094799215,0.32490890882414064,0.0812307076729659,0.18547347780905157,0.3658669658155074,0.3388304336976694,0.3778246145641634,0.13441075879238773,0.11111669690240207,-0.18232446692576576,0.13135684843304438,0.24417440727245512,0.5232315701965702,0.3404838493739878,0.24481651884748035,0.3001001207942615,0.2575276090131968,0.4351412714936716,0.25418018657585956,0.3914873837107794,0.17697632045337425,0.0038342069991381717,-0.023126267001926437,-0.0018894776635012154,0.24831043969034244,0.1324520620444263,0.06928125146036174,0.007021761744051835,-0.020312341690915288,-0.016060771197509923,-0.05741826837939694,0.14062867960926617,0.041702346277086313,-0.008364713976617108,-0.028334079225682603,-0.012117773321267167,0.006720398727737961,0.03794314277405543,0.005827239869257004,0.07309811409148406,-0.09445365711265453,-0.08074787813243967,-0.04584676688018824,-0.06698593287075263,-0.03848644143809137,0.19637647608891526,0.0807547580125594,-0.011067906821314219,-0.07676617086119641,-0.11349347966505706,-0.11817840135898908,-0.12212292112210174,-0.02440633412742064,0.11805230792923486,-0.05864947015740453,-0.026550848994008877,0.02956022942394233,-0.03625489991641332,0.013431092600856344,0.0602283632580936,-0.13682137359583646,-0.08035672410143434,0.11101027070109251,0.006346459353426971,-0.03678640145658322,0.03357542039621303,0.013392758209168774,-0.03527386868918356
0.030486943513097848,0.349105460806208,0.3180250448925884,0.1176911762397491,0.07848441961072225,0.2090978615853753,0.26499919696258945,0.2384604359527645,1.0,0.12169440782383956,-0.12431460723805121,0.16205776736253297,0.30117830741256174,0.024039621694792148,0.011711977951599516,-0.008354229152189405,-0.03520857974173184,0.03330589982033027,0.14421349841199071,0.20910687303688752,0.16455835898094215,0.19557015900885671,-0.028438568417088153,0.04512185130425372,0.16578997868223186,0.19060730286585878,0.06634332996966075,0.034681859764973205,-0.06612996988877418,0.06238902369876556,0.012932761665429565,0.20137753730965532,0.253683828077552,0.016389972157908807,0.056224233324055524,-0.04273072438301271,-0.35460447639416526,-0.051821491710146717,-0.26639198033104666,-0.04425607837797413,-0.024330112962880304,-0.037074649279720005,0.020664903207906198,0.01838595155690479,0.06142218364866649,-0.09507704374243414,-0.10500651680767423,-0.05364108486657669,0.009017653638621682,0.031205655986661734,0.0235341353767723,0.05011204358225875,-0.0025320975735857267,-0.09008334530929912,-0.0423796037277189,0.11096222178495965,0.01369692559648023,-0.014212332530162018,0.19869481819282256,-0.057635054178944836,0.07194224210979622,-0.04251244629859299,-0.08952354161246946,-0.18080337663021318,-0.23106079997108603,-0.184572820481437,-0.1030314384621358,-0.051602375685218846,-0.30791212024695613,-0.2027713436227777,-0.12440817624254677,0.15240391495569622,0.09554920126811678,0.13487879089747284,0.10535626605389635,0.2921335726563201,-0.08780488651928242,-0.28650051162555906,-0.2124516182484135,-0.24223753365773973,-0.22512986818612002,-0.15032888174489906
-0.08623277263518885,-0.029508805767806713,-0.00012858920473070247,0.24095612360400936,0.14660641742192304,0.1481825607684529,0.16857912287853866,0.0366016883034218,0.12169440782383956,1.0,-0.10251621704627904,0.06984096199488898,0.16082286698273962,0.02803897741241141,0.15554186989315874,0.12949189643416173,0.06152504075589782,0.13130950857575674,-0.05173749507368698,-0.1258675837189306,-0.04334903266760575,-0.050404054409546956,-0.04171518135107232,0.22327164116036002,0.35586026362611983,0.11291007536097926,0.044282634648529606,0.05790304098550025,-0.05662618783593689,0.25338306116322756,-0.1658889321436194,-0.01683186536892305,0.1684656480281645,0.03737714257465696,-0.04797746946616903,0.55448189880256,-0.06595317835541495,0.019456619644187448,-0.058716762009204775,-0.0038515586773968224,0.004213975420580908,0.07022701807915688,0.07742272938682979,0.060080264304400825,-0.04875090086594579,-0.06614372472192057,-0.046604658056184266,-0.025898822369967812,0.032799511464930216,0.016461459389095157,-0.04577814485661306,0.11158768682006288,-0.04815288158069551,0.0014356894216384333,0.023190036829563537,0.010475432808640595,-0.0513686910123565,-0.09327694211291919,-0.06465570298124484,-0.11156281193597763,-0.041215133054670956,0.03959656110757661,-0.026015518858238617,-0.06207122893737148,-0.08281295488724069,-0.04200526494877063,-0.09164751787598177,-0.09927644826455392,0.004524126057023731,0.05170886811652763,0.12921472589260408,-0.014796169688894946,-0.07669151244915062,-0.03809893309611015,0.012581773081356851,-0.0013435519211242822,-0.06925738450831595,-0.0594098047983015,-0.02064441359678613,-0.002958196410735415,-0.022392644017766805,-0.02322895999096839
