Ошибка API,Ошибка API,Ошибка API,Ошибка API,Ошибка API,Ошибка API,Ошибка API,Ошибка API,Ошибка API,Ошибка API,Ошибка API,Ошибка API,Ошибка API,Ошибка API,Ошибка API
0.5302072983899865,0.09204504478910747,0.04629741269706617,0.12955070649000924,-0.13512696274864014,0.39885473892766293,-0.10099892629616058,-0.16755815639598226,-0.11229463288507159,-0.048976490786867166,0.0596201599679593,0.014785885161686113,0.06255465000310508,-0.013184942274866343,-0.1470336547809391
0.6106217021346844,-0.21719272949631058,-0.16587431318953427,-0.07139209051106622,0.10205880279613687,-0.1073366341765936,0.12517704930587947,0.24782395946445201,-0.09162452015165017,-0.014965950036019861,0.028497896533546174,0.017830339497736672,0.05519708945495572,-0.07460788536885744,0.1537541210549351
0.7515888610682927,0.008197375839198294,0.021402568011186802,-0.10710957870893849,-0.012247125085779654,-0.019461984426548652,0.1655478519176531,0.10453702755929399,-0.051665535653558047,0.03763767669589392,0.006982227785278018,-0.014010502982755127,-0.004847275250116493,-0.10146869128882169,-0.040268662494262884
0.288175940504037,-0.07109609732181794,-0.09083678449499051,-0.21559446537355742,0.0749213411693751,-0.016879598707333316,0.3988082331843426,0.1509280881635335,0.20217123201481277,0.002960801105731666,0.016916412237611568,-0.04533408436946164,-0.08935699977760002,-0.06567977265086593,0.3876250104240649
0.31852117114544626,0.06929765409543877,-0.013697388091534741,0.10116132161351082,-0.07869957129159938,0.228370733718725,0.3436448998394991,-0.13982180830848157,0.013641516307502361,-0.0751057271515733,-0.0001507664274097393,-0.010507523735283133,-0.20695050434274243,-0.14650220386128024,-0.04208712049147873
0.6140090385836244,0.15826595913576505,0.09441761549757373,-0.13298029281971938,-0.11349544983179623,0.01040781760480058,0.036274175117704366,-0.09806550807028716,0.07312946197845144,0.03214909529957034,0.04051916799776057,0.018122399996356436,-0.08007609181900696,-0.14562331971855497,-0.05278674839430687
0.43672033005450545,-0.1985657913953427,-0.14543887458435556,0.016786822276743385,0.17071876869552122,-0.13420281038492457,0.27230448430144694,0.1639987276748949,0.1607268186667015,-0.04419630793910132,-0.0878518036821715,-0.0008745781504420967,-0.05478038069487596,-0.07003073042742457,-0.05918808848417172
0.44889441911156586,-0.05797968002536308,-0.05917960961073028,0.19240047947942682,0.03669961567457998,0.13732936170365095,0.4350732236341101,-0.16944304703500732,0.05970508443617179,-0.01267024357523073,-0.07947678297482601,-0.0244032656157691,0.2303520483308713,-0.35740037512318135,0.27191148044371577
0.2635360998152048,-0.20867175195850493,-0.09728289657615172,-0.2722408397094671,-0.07746540417089845,-0.11270238840009013,-0.09215713194794327,0.15413861376779814,0.07941995908449287,0.05153190430965067,-0.029227037017293858,0.01814767610131311,-0.0006293650714643858,-0.4461194760347153,-0.038387292860494596
0.003220927923799584,0.16896338140362174,-0.05789387883348649,-0.09087655644883744,-0.020935710271826728,-0.004737927006215661,0.17239447061121882,0.1402761206861695,0.6879042142422941,0.05322103762309114,0.040011858127400934,0.09187515388804804,-0.12136979439885616,-0.13641686871011896,-0.04653150734910979
0.032513155165922396,0.006786353423864682,-0.05282930056861477,0.06866668146513755,-0.06266960564101284,-0.017629027326971306,-0.009797466905704199,-0.6119282903689242,-0.05110924238170619,-0.05722747034018769,0.06663135252763731,0.007622510075222764,-0.06990638849189154,0.09460669434760366,-0.016816330746358275
0.4011741810707496,0.01017209762720233,0.001413029082969769,0.04169824715314491,-0.16218624702973097,0.3284449991154638,0.045120555278813104,0.22917473700351365,-0.05875855229130175,-0.01644347684869503,0.035536047264581136,0.01936868333395434,-0.16369632993934974,-0.21138911472296884,-0.1462334210758664
0.23643299772447415,-0.1538220695165451,-0.11322765356759878,-0.42959240900907036,0.1365179653200211,-0.1839164328609308,0.08975852476327062,0.1903519663478949,0.043565104580825895,0.05532534161786569,-0.007248641694083061,0.010556511831464218,-0.15078641240016008,-0.13758893125494578,0.12007998426436083
0.10439733043220656,-0.1152107784415316,-0.15311492249737593,0.09101442511482143,0.17045032654804299,0.0769688783315297,-0.0327763356672168,0.056624343227320614,0.01182667917545387,0.007868969320979607,-0.04268339045894033,0.023701691243935168,-0.2635620503013127,-0.18099992974684637,0.034113768278946154
0.21687259788992888,0.013023280944593832,-0.13327604055231898,0.00814125616867895,-0.06683568439280899,0.11047977561823623,0.6501227830637251,0.15663128367523943,0.08715427042769848,-0.03582608026960356,-0.05188005857872537,-0.020393261188604236,0.08687227655457454,0.03422279046995137,-0.012923996321330433
0.13169918750433254,-0.027785671388009924,-0.10461880188414588,-0.052307785995498395,-0.02030177042180873,-0.023508874754806158,0.6034936129606981,0.047814963186761435,0.05162940911808585,-0.0030621851260561063,-0.03306319696626761,0.01376020971697572,0.0356557906309236,0.02325850517380527,0.04672191713261743
0.28027202212156893,0.28815160922934174,-0.020510203928853915,-0.013523052486852817,0.015084343664107023,0.19799278041809174,0.035551694847499954,0.17719755289963296,-0.0619606163003301,0.012925118897472474,0.05373079769171376,0.03923426576133897,-0.0637817292829006,0.08438104008993694,0.06206177989192447
0.26146757107591995,-0.023286870889545723,-0.06044961103119996,0.1471889548909967,-0.02522154782914279,-0.01938713820927913,0.014740417216832136,0.12075028527580707,0.2597754346175225,0.057890277589254045,0.022572264364104824,-0.012508441190625401,0.1814307957979796,0.09114837666167545,0.04308123195356593
0.6173266350436537,-0.07330522769357406,0.046368019561774894,-0.0571963953532722,0.04226224858303521,0.13126084675632485,0.06112790249955973,-0.0029703269555417435,-0.008874537956751841,-0.015185531385619054,-0.07283556107047062,0.026090104082762824,-0.03539019663273103,-0.006369141391862735,0.26169128263928076
0.7813548616501198,-0.03706046126196321,-0.061557043270550296,-0.023735742162866315,0.028619101535931946,-0.03352839548585007,0.03205782164455852,-0.049233488899003475,-0.221872544411493,0.027515157314536277,0.04746131785340853,-0.016195799241538255,-0.004728083058605473,-0.008285141577692173,-0.034752222053822175
0.7403721681010156,0.00784264501544013,-0.0612396488577286,0.04915978110346561,-0.09270481953224124,0.0563413257208196,0.05539830046328589,0.014572188132078235,0.019130137736546603,0.009840093353929266,-0.04781248282645655,-0.015752795194353526,0.05615135614460282,0.07082501177731375,0.05504950357727746
0.49033187483382723,-0.1222462465615677,-0.15353806320057492,-0.15298580016267552,0.07584985320271688,-0.09167798593857668,-0.195102085039458,-0.07292636348336126,0.03693634333594948,-0.019339035951055013,-0.08028349261192819,0.0761157691734366,0.09443697051464756,0.05901359090902598,0.00100413149771976
